018591,00000,Allied World Assurance Group (G),018591,Allied World Assurance Group,199 Water Street,...,...,New York,NY,10038,00000,...,...,857-288-6000,617-556-8060,...,...,...,...,...,...,...,...,...,1905629,2825038,827116,1608484,1216554,459815,221502,95996,44282,39345,1441897,476995,49121,4840,97.4,2.0,9.6,0.4,1.6,175.8,018591,Allied World Assurance Group,199 Water Street,...,...,New York,NY,10038,00000,...,...,857-288-6000,617-556-8060,...,...,...,...,...,...,...,...,...,1855040,2704938,764206,1482355,1222582,402476,197775,83628,39334,44658,1312673,440622,58137,18803,96.0,1.8,9.8,0.4,1.4,182.6,018591,Allied World Assurance Group,199 Water Street,...,...,New York,NY,10038,00000,...,...,857-288-6000,617-556-8060,...,...,...,...,...,...,...,...,...,1842491,2625475,715269,1458519,1166956,370832,176029,75380,47775,35874,1160584,393849,54676,6902,92.5,1.4,12.9,0.3,1.4,180.1,018591,Allied World Assurance Group,199 Water Street,...,...,New York,NY,10038,00000,...,...,857-288-6000,617-556-8060,...,...,...,...,...,...,...,...,...,1812302,2475995,648046,1365477,1110518,313697,172116,60582,19976,25390,990115,332348,38831,18855,101.9,1.8,6.4,0.3,1.4,181.5
000008,00000,Allstate Insurance Group (G),000008,Allstate Insurance Group,3075 Sanders Road,Suite G2H,...,Northbrook,IL,60062-7127,00000,Thomas J. Wilson II,Chairman & CEO,847-402-5000,847-402-9116,...,...,...,...,...,...,...,...,...,39513020,46327406,16786504,30120781,16206625,28800074,17083219,3091464,2711063,1706715,30180756,29131617,2478794,-232269,95.5,3.5,9.4,1.8,3.6,154.1,000008,Allstate Insurance Group,3075 Sanders Road,Suite G2H,...,Northbrook,IL,60062-7127,00000,Thomas J. Wilson II,Chairman & CEO,847-402-5000,847-402-9116,...,...,...,...,...,...,...,...,...,39585769,46301746,15932723,29171256,17130490,27381631,15543867,2991269,2799699,2385492,28892088,27825499,3230632,430933,94.2,3.0,10.2,1.6,3.3,159.1,000008,Allstate Insurance Group,3075 Sanders Road,Suite G2H,...,Northbrook,IL,60062-7127,00000,Thomas J. Wilson II,Chairman & CEO,847-402-5000,847-402-9116,...,...,...,...,...,...,...,...,...,40473500,46838033,15896326,28700330,18137703,26156553,14072286,3195432,2997131,2694701,27583581,26516677,3437657,440525,93.6,3.1,11.5,1.5,3.0,163.6,000008,Allstate Insurance Group,3075 Sanders Road,Suite G2H,...,Northbrook,IL,60062-7127,00000,Thomas J. Wilson II,Chairman & CEO,847-402-5000,847-402-9116,...,...,...,...,...,...,...,...,...,38646262,45344670,15987400,28212285,17132385,25411566,14578430,3262698,2173552,1991747,26652040,25583923,2432069,258517,96.7,3.3,8.6,1.5,3.1,161.1
018431,00000,Ally Insurance Group (G),018431,Ally Insurance Group,500 Woodward Avenue,14th Floor,...,Detroit,MI,48226,00000,Douglas Timmerman,President,313-656-5433,313-800-6015,...,...,...,...,...,...,...,...,...,1972052,2115796,121214,1368986,746810,485377,246187,19379,104808,115418,580512,420503,119402,14595,88.6,2.6,21.6,0.6,2.3,156.9,018431,Ally Insurance Group,500 Woodward Avenue,14th Floor,...,Detroit,MI,48226,00000,Douglas Timmerman,President,313-656-5433,313-800-6015,...,...,...,...,...,...,...,...,...,2347237,2497254,155172,1437338,1059915,513378,343034,27056,16381,84658,594682,475477,59583,43202,107.7,2.9,3.2,0.4,1.8,175.8,018431,Ally Insurance Group,500 Woodward Avenue,14th Floor,...,Detroit,MI,48226,00000,Douglas Timmerman,President,313-656-5433,313-800-6015,...,...,...,...,...,...,...,...,...,2476191,2642117,210651,1546486,1095631,541823,327727,34552,51946,118203,597370,462948,108239,56293,106.0,2.9,9.6,0.4,1.8,173.8,018431,Ally Insurance Group,500 Woodward Avenue,14th Floor,...,Detroit,MI,48226,00000,Douglas Timmerman,President,313-656-5433,313-800-6015,...,...,...,...,...,...,...,...,...,2562494,2815139,250371,1631984,1183155,568757,382887,33458,31622,94078,670192,479840,75842,44220,112.0,2.3,5.6,0.4,1.7,174.8
018449,00000,Ambac Financial Group (G),018449,Ambac Financial Group,One State Street Plaza,...,...,New York,NY,10004,00000,Phillip B. Lassiter,Chariman & CEO,212-668-0340,212-509-9190,...,...,...,...,...,...,...,...,...,4783826,4826528,1870840,4201732,624795,307951,-522169,30287,770509,777156,58457,53193,864575,94066,-9.0,6.1,250.2,0.1,6.2,126.7,018449,Ambac Financial Group,One State Street Plaza,...,...,New York,NY,10004,00000,Phillip B. Lassiter,Chariman & CEO,212-668-0340,212-509-9190,...,...,...,...,...,...,...,...,...,4423421,4466950,2459952,4366950,100000,254541,-77897,34210,536270,729161,69613,63627,734832,198562,98.6,7.4,210.7,0.6,42.6,106.4,018449,Ambac Financial Group,One State Street Plaza,...,...,New York,NY,10004,00000,Phillip B. Lassiter,Chariman & CEO,212-668-0340,212-509-9190,...,...,...,...,...,...,...,...,...,5749026,5918359,3541487,5078097,840262,355442,497999,17505,-419167,-230731,97354,90308,-227274,191893,211.5,7.4,-99.9,0.1,6.1,118.1,018449,Ambac Financial Group,One State Street Plaza,...,...,New York,NY,10004,00000,Phillip B. Lassiter,Chariman & CEO,212-668-0340,212-509-9190,...,...,...,...,...,...,...,...,...,5172986,5815410,2946481,5715410,100000,445653,659643,37270,707364,624591,112472,103970,520341,-187023,220.3,7.6,158.7,1.0,52.9,112.2
003133,10103,American Agricultural Insurance Company,003133,American Agricultural Insurance Company,1501 E. Woodfield Road,Suite 300 W,...,Schaumburg,IL,60173,10103,"R. Robert Stallman, Jr.",Chairman & President,847-969-2900,847-969-2752,6/16/2016,A-,...,5/12/2015,A-,...,X ($500 Million to $750 Million),a-,a-,1028960,1152577,488834,611420,541156,301819,205197,10380,39831,38488,44277,304944,40667,836,90.4,1.3,13.2,0.6,1.7,188.5,003133,American Agricultural Insurance Company,1501 E. Woodfield Road,Suite 300 W,...,Schaumburg,IL,60173,10103,"R. Robert Stallman, Jr.",Chairman & President,847-969-2900,847-969-2752,6/16/2016,A-,...,5/12/2015,A-,...,X ($500 Million to $750 Million),a-,a-,969078,1105115,457940,579426,525690,304762,191279,9087,57610,56148,48498,295413,60174,2564,85.3,1.3,18.9,0.6,1.7,190.7,003133,American Agricultural Insurance Company,1501 E. Woodfield Road,Suite 300 W,...,Schaumburg,IL,60173,10103,"R. Robert Stallman, Jr.",Chairman & President,847-969-2900,847-969-2752,6/16/2016,A-,...,5/12/2015,A-,...,X ($500 Million to $750 Million),a-,a-,913785,1093112,450769,603854,489258,327575,232024,8048,39545,55310,49658,342237,50522,10977,90.0,1.3,12.1,0.7,1.9,181.2,003133,American Agricultural Insurance Company,1501 E. Woodfield Road,Suite 300 W,...,Schaumburg,IL,60173,10103,"R. Robert Stallman, Jr.",Chairman & President,847-969-2900,847-969-2752,6/16/2016,A-,...,5/12/2015,A-,...,X ($500 Million to $750 Million),a-,a-,823939,1041034,381154,600913,440121,326431,275099,6616,6583,10005,50577,283567,8808,2224,101.4,1.1,2.0,0.6,2.0,173.3
000124,00000,American Family Insurance Group (G),000124,American Family Insurance Group,6000 American Parkway,...,...,Madison,WI,53783-0001,00000,Jack C. Salzwedel,"Chairman, President & CEO",608-242-4100,877-571-4803,...,...,...,...,...,...,...,...,...,13623865,16162697,3717263,9659606,6503090,7031499,3852332,639149,597208,591137,7242621,7307541,710631,113423,95.5,2.4,8.5,1.1,2.6,167.4,000124,American Family Insurance Group,6000 American Parkway,...,...,Madison,WI,53783-0001,00000,Jack C. Salzwedel,"Chairman, President & CEO",608-242-4100,877-571-4803,...,...,...,...,...,...,...,...,...,12863349,15179712,3648348,9149629,6030083,6571533,4047668,590806,318855,726994,6851206,6754937,749179,430324,100.4,2.8,4.9,1.1,2.6,166.1,000124,American Family Insurance Group,6000 American Parkway,...,...,Madison,WI,53783-0001,00000,Jack C. Salzwedel,"Chairman, President & CEO",608-242-4100,877-571-4803,...,...,...,...,...,...,...,...,...,12233475,14122214,3636071,8330517,5791697,6229708,3871745,593240,280313,364381,6608588,6356374,411351,131038,100.8,2.6,4.5,1.1,2.5,169.5,000124,American Family Insurance Group,6000 American Parkway,...,...,Madison,WI,53783-0001,00000,Jack C. Salzwedel,"Chairman, President & CEO",608-242-4100,877-571-4803,...,...,...,...,...,...,...,...,...,11103641,13145199,3647792,7749187,5396013,5987106,3776480,621635,177704,347578,6252368,6117985,386252,208548,103.1,3.0,3.0,1.1,2.5,169.6
018540,00000,American International Group (G),018540,American International Group,175 Water Street,18th Floor,...,New York,NY,10038,00000,Peter D. Hancock,CEO,212-770-7000,...,...,...,...,...,...,...,...,...,...,80800424,99151044,50236036,73013166,26137879,18875478,13170306,3564706,430968,1387547,19066161,19410887,1077540,646572,118.1,4.6,2.3,0.7,3.3,137.8,018540,American International Group,175 Water Street,18th Floor,...,New York,NY,10038,00000,Peter D. Hancock,CEO,212-770-7000,...,...,...,...,...,...,...,...,...,...,83552229,98460882,50207561,70642677,27818204,19382423,12098330,2460606,3219779,3330531,18653981,18864495,3681507,461728,103.6,4.5,16.6,0.7,3.1,140.9,018540,American International Group,175 Water Street,18th Floor,...,New York,NY,10038,00000,Peter D. Hancock,CEO,212-770-7000,...,...,...,...,...,...,...,...,...,...,84399918,100703001,52193417,73286948,27416053,18980087,10776890,2590120,3830864,4886607,17802678,19775074,5202592,1371729,101.3,5.0,20.2,0.7,3.2,138.1,018540,American International Group,175 Water Street,18th Floor,...,New York,NY,10038,00000,Peter D. Hancock,CEO,212-770-7000,...,...,...,...,...,...,...,...,...,...,85458796,105577961,54555521,76445881,29132080,19738005,15035528,2540610,503593,2878351,23596418,19142193,2782549,2278956,117.4,4.4,2.6,0.7,3.1,138.5
018565,00000,American National P&C Group (G),018565,American National P&C Group,American Nat'l Corp Center,1949 E Sunshine,...,Springfield,MO,65899-0001,00000,Gregory V. Ostergren,"Chairman, President & CEO",417-887-0220,417-887-1801,...,...,...,...,...,...,...,...,...,2271567,2580346,817348,1546605,1033741,1031801,616294,115854,85281,71823,1304786,1052793,89218,3938,98.5,3.3,8.3,1.0,2.5,166.9,018565,American National P&C Group,American Nat'l Corp Center,1949 E Sunshine,...,Springfield,MO,65899-0001,00000,Gregory V. Ostergren,"Chairman, President & CEO",417-887-0220,417-887-1801,...,...,...,...,...,...,...,...,...,2204830,2490964,813660,1506884,984080,999892,610128,107695,88953,73078,1223474,1017625,96549,7596,98.3,3.5,8.9,1.0,2.6,165.3,018565,American National P&C Group,American Nat'l Corp Center,1949 E Sunshine,...,Springfield,MO,65899-0001,00000,Gregory V. Ostergren,"Chairman, President & CEO",417-887-0220,417-887-1801,...,...,...,...,...,...,...,...,...,2087333,2381463,808550,1476907,904557,966859,617245,104921,64632,61737,1181596,982206,68853,4221,100.9,3.7,6.7,1.1,2.7,161.2,018565,American National P&C Group,American Nat'l Corp Center,1949 E Sunshine,...,Springfield,MO,65899-0001,00000,Gregory V. Ostergren,"Chairman, President & CEO",417-887-0220,417-887-1801,...,...,...,...,...,...,...,...,...,1970395,2277461,821136,1455098,822363,973147,661826,110431,34190,43449,1176851,967368,41002,6812,104.5,3.8,3.5,1.2,2.9,156.6
004009,00000,Ameriprise P&C Companies (G),004009,Ameriprise P&C Companies,3500 Packerland Drive,...,...,De Pere,WI,54115-9070,00000,Thomas Ealy,President & CEO,920-330-5100,920-330-5603,...,...,...,...,...,...,...,...,...,1497895,1663568,568779,979966,683603,1043398,889324,130207,-88485,-43300,1087181,1068231,-87253,1233,114.0,4.2,-8.5,1.6,3.0,169.8,004009,Ameriprise P&C Companies,3500 Packerland Drive,...,...,De Pere,WI,54115-9070,00000,Thomas Ealy,President & CEO,920-330-5100,920-330-5603,...,...,...,...,...,...,...,...,...,1255237,1416164,473018,856220,559944,955149,797632,115246,-59301,-24243,1018156,1000941,-57406,1895,111.6,4.6,-6.2,1.8,3.3,165.4,004009,Ameriprise P&C Companies,3500 Packerland Drive,...,...,De Pere,WI,54115-9070,00000,Thomas Ealy,President & CEO,920-330-5100,920-330-5603,...,...,...,...,...,...,...,...,...,1136121,1270520,404661,739807,530714,845033,640033,105584,5826,12488,899997,883654,6053,227,105.0,4.8,0.7,1.7,3.1,171.7,004009,Ameriprise P&C Companies,3500 Packerland Drive,...,...,De Pere,WI,54115-9070,00000,Thomas Ealy,President & CEO,920-330-5100,920-330-5603,...,...,...,...,...,...,...,...,...,977588,1110399,360435,648173,462226,775247,589699,84476,22887,29002,814714,800987,23212,324,103.2,5.1,3.0,1.7,3.2,171.3
018211,00000,Amerisafe Insurance Group (G),018211,Amerisafe Insurance Group,2301 Highway 190 West,...,...,DeRidder,LA,70634-6005,00000,G. Janelle Frost,President & CEO,800-256-9052,888-331-8670,...,...,...,...,...,...,...,...,...,1076888,1382208,653175,1010843,371365,375894,178739,36020,103390,71936,377082,375301,100426,-2964,79.3,2.6,27.5,1.0,3.7,136.7,018211,Amerisafe Insurance Group,2301 Highway 190 West,...,...,DeRidder,LA,70634-6005,00000,G. Janelle Frost,President & CEO,800-256-9052,888-331-8670,...,...,...,...,...,...,...,...,...,1052885,1353940,628268,976198,377742,375747,209332,35796,70640,50205,384633,380026,71091,451,87.2,2.6,18.8,1.0,3.6,138.7,018211,Amerisafe Insurance Group,2301 Highway 190 West,...,...,DeRidder,LA,70634-6005,00000,G. Janelle Frost,President & CEO,800-256-9052,888-331-8670,...,...,...,...,...,...,...,...,...,953695,1236204,565858,881911,354293,329983,193944,35255,61206,44751,364246,353751,60417,-789,87.6,2.9,18.5,1.0,3.5,140.2,018211,Amerisafe Insurance Group,2301 Highway 190 West,...,...,DeRidder,LA,70634-6005,00000,G. Janelle Frost,President & CEO,800-256-9052,888-331-8670,...,...,...,...,...,...,...,...,...,856583,1133722,515260,809790,323932,290689,188592,31468,35642,31059,323731,312518,37565,1923,94.8,3.2,12.3,1.0,3.5,140.0
