,,,#NAME?,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000246,00000,Central Insurance Companies (G),148,105,-10,0,106,3.7,71,8,1,-4,-15,1,-7,-7,1157190,10795,1385878,0,268596,918199,467679,513694,2988,-13125,-10440,19987,380311,206581,921390,29885,133796,51826,0,0,0,305,0,0,132,98,-9,0,106,3.7,70,7,-12,-8,-14,1,-2,-2,1079498,7906,1295598,0,246926,837775,457823,456335,1984,2,-62341,13286,384044,183342,868333,26183,120442,50273,677,0,0,304,0,0,118,86,-2,0,98,3.6,65,6,-6,-16,-6,0,11,11,1090292,4884,1311006,0,248011,800550,510457,448019,755,586,1625,33790,311069,182368,837615,30841,137363,48648,1739,0,0,295,0,0,104,77,9,0,88,3.4,57,4,-9,-18,3,0,21,21,1165532,4052,1389059,0,265720,769649,619410,467480,553,-69,39163,31522,280239,193375,874823,30564,180311,47018,0,0,0,301,0,0,110,83,11,0,84,3.2,58,5,-4,-16,6,0,3,3,1255132,607,1483693,0,289296,843597,640096,516271,490,8335,77428,43634,270685,205986,908648,38092,218909,45527,0,0,0,321,0,0,108,82,9,0,84,3.3,56,5,-6,-9,2,0,10,10,1331303,1843,1581002,0,313575,875200,705802,565299,495,21594,82148,42209,282914,226817,976823,39460,228560,43942,0,0,0,310,0,0,-32928,-9856,52633,108953,20686,65706
012335,11039,Chesapeake Employers' Insurance Company,55,54,0,0,100,3.3,84,4,-2,-3,-87,1,7,7,1629859,0,1708871,0,80171,1402080,306791,165607,1917,0,12240,379982,152592,58855,1172256,0,57005,10129,9832,0,0,0,0,0,56,55,6,0,99,3.1,83,4,-6,-8,-14,0,5,5,1629551,0,1717384,0,86097,1395998,321386,169768,1027,0,-8640,137205,169014,62603,1388741,0,79897,9892,13816,0,0,0,0,0,71,70,13,0,103,3.1,92,4,-6,-12,43,4,-11,-11,1744702,0,1843185,0,96901,1556019,287166,192160,441,0,-2426,76472,159159,71592,1433822,2435,106950,9654,17060,0,0,0,0,0,68,67,13,0,101,2.8,91,4,-3,-10,73,3,17,17,1749437,0,1865575,0,105650,1528170,337404,216504,0,0,13761,54717,168857,76428,1389642,11259,145173,9417,27039,0,0,0,0,0,58,57,1,0,96,2.8,92,3,-5,-9,21,1,18,18,1881589,13250,2005813,0,104805,1606143,399670,227446,68,0,72241,75135,114579,81615,1444409,12178,134657,9180,77191,0,0,0,0,0,51,50,1,0,84,3.0,87,3,-10,-19,-2,1,16,16,1963575,0,2067825,0,102455,1604755,463070,229081,0,0,67482,143855,142708,82569,1453749,12034,142132,8943,58424,0,0,0,0,0,19242,14595,-34220,50238,62265,63401
018498,00000,Chubb INA Group (G),184,67,0,1,72,5.0,94,12,-3,-10,-12,0,-2,-3,52374864,1930092,62347784,994788,6221680,42472263,19875521,13775663,29274,848763,3180854,1096062,6450488,5697273,40540430,92930,7061915,231084,3135782,0,0,0,0,0,196,73,4,1,77,4.4,99,13,-3,-7,-7,0,-4,-4,51816296,2581747,62877483,1584441,6354226,43850991,19026492,14022020,34459,603111,2777615,1018719,7340175,5748906,40120119,88068,7207716,226689,2914474,0,0,0,0,0,198,73,3,1,83,4.0,101,14,-3,-6,-4,1,3,2,53682462,4091247,66058856,2961259,6526368,46551097,19507759,14086445,25715,617047,2190381,1940769,7710222,5808475,40959891,67839,7602413,222540,2643855,0,0,0,0,0,191,69,1,1,80,3.4,95,14,-3,-5,1,0,7,7,54518260,2613465,66036766,1646342,6579451,45144983,20891783,14269342,32110,842343,2780749,1346916,7048146,5822660,42351503,28597,7820001,217148,2531932,0,0,0,0,0,189,70,4,1,77,3.0,95,14,-2,-5,2,0,3,3,55418799,2512060,67605646,1641974,6880384,46089782,21515864,14814291,35717,705477,2840359,1199274,7043531,5916042,43070515,58919,8324902,213842,2366853,0,0,0,0,0,222,81,4,1,79,3.1,100,16,-2,-4,3,2,-10,-10,55204967,2798287,67670111,1938690,7172149,48322727,19347384,15562429,38191,753180,3540791,2225406,7236542,6112950,41930758,56498,7481388,209962,2332973,0,0,0,0,0,-394511,-849029,481267,1384024,624081,-2168480
018887,00000,Church Mutual Insurance Group (G),137,115,-1,1,98,3.4,72,8,-3,-7,-10,0,6,3,1193246,1741,1435627,2789,294907,963954,471673,533721,8511,3004,25946,36141,410736,128907,1078361,0,64398,14246,0,0,0,0,0,0,155,126,-3,0,105,3.3,75,9,-4,-5,-1,3,-12,-12,1138564,2858,1376742,2649,291234,961143,415600,556530,5453,2329,-43719,9160,495806,145354,1059425,0,56211,13766,0,0,0,0,0,0,143,120,5,1,100,3.0,76,9,-8,-10,1,1,10,10,1182251,3435,1430143,2738,297529,972930,457213,555065,5918,4939,54171,20386,374264,158815,1041054,0,64526,13382,41343,0,0,0,0,0,135,118,11,0,94,2.4,75,8,-4,-9,5,1,13,13,1298371,443,1550402,2494,316864,1035036,515366,617362,6098,7105,92144,67943,361312,187508,1074790,0,92832,13413,49393,0,0,0,0,0,122,110,5,0,91,2.4,72,7,-7,-9,2,1,13,13,1384302,550,1641277,3927,322376,1058406,582871,622253,7236,26013,79100,71656,306245,242683,1135255,10114,96344,13057,57875,0,0,0,0,0,114,102,3,0,85,2.0,72,7,-3,-8,-6,1,10,10,1566793,257,1829530,2717,328739,1187490,642040,622631,9740,36130,88058,188895,284264,245297,1094991,11584,106251,12974,62819,0,0,0,0,0,27591,-56074,41613,58153,67505,59169
011712,10064,Citizens Property Insurance Corporation,51,43,41,0,60,0.0,62,3,0,-3,-2,3,28,28,11268617,11610,12156084,0,1189826,7054550,5101534,2171430,0,0,1128755,3703292,648816,391720,7565325,0,0,0,0,0,0,0,0,0,55,44,12,0,72,0.0,61,3,2,0,-5,1,10,10,12670597,3130,13414235,0,1411231,7826094,5588141,2495430,0,0,1242122,1962858,864532,430510,10707738,0,0,0,0,0,0,0,0,0,51,34,-15,0,77,0.0,61,3,1,3,-2,1,13,13,14797188,-4349,15443219,0,1272645,9148063,6295157,2231224,0,0,854395,1586632,1001131,557214,13210556,0,0,0,0,0,0,0,0,0,39,24,-19,0,72,0.0,54,2,1,2,0,1,11,11,14323844,2351,14766607,0,1093992,7758398,7008209,1674421,0,0,367158,1494855,689424,695409,12828989,0,0,0,0,0,0,0,0,0,28,13,-42,0,76,0.0,47,2,1,3,-1,2,5,5,13678491,923,13914247,0,696086,6530219,7384027,972774,0,0,-189655,1456597,655222,586326,12221894,0,0,0,0,0,0,0,0,0,17,8,-41,0,96,0.0,45,1,2,2,-2,2,0,0,13155347,2606,13362997,0,513336,5973305,7389692,580637,0,0,-409542,1665225,619159,449784,11484293,0,0,0,0,0,0,0,0,0,1108528,486607,707016,713052,375819,5664
018890,00000,CM International Insurance Group (G),69,58,8,0,90,2.9,76,4,-1,-4,5,2,-10,5,2334806,19990,2656649,36570,124681,1747386,909263,518622,0,-30680,4208,205366,394941,220872,1726340,2982,239636,0,135564,0,0,0,0,0,71,70,-8,0,94,2.6,74,5,-1,-2,42,3,-24,-3,1805500,16165,2044351,34249,56745,1351593,692758,471446,0,37191,-79787,207080,403124,252180,1360072,2304,166864,0,68763,0,0,0,0,0,49,41,-44,0,95,1.8,72,1,0,-1,-69,2,-4,-4,1638775,13034,1864783,7747,67711,1203050,661733,298035,0,-3933,-65632,213558,274039,124427,1160375,0,192457,0,72131,0,0,0,0,0,49,42,-7,0,89,1.6,70,1,1,0,-27,1,-9,-3,1497587,13551,1678649,8230,81913,1076913,601735,255687,0,12699,-84208,88981,252619,129246,1108677,0,231760,0,68024,0,0,0,0,0,48,40,6,0,77,1.8,63,1,-1,0,35,2,12,12,1482976,8019,1660707,10306,82867,988088,672619,246855,0,24615,-42853,129603,180314,127700,1033764,0,251134,0,57010,0,0,0,0,0,64,50,6,0,79,1.6,65,2,-2,-5,38,3,-15,-9,1333882,6211,1493236,10287,80554,922316,570920,284558,0,30852,-51652,99200,205059,129543,923759,3020,250238,0,44509,0,0,0,0,0,-106431,-216505,-31024,-59998,70883,-101699
018313,00000,CNA Insurance Companies (G),111,60,-3,0,84,4.7,92,6,-5,-10,-17,0,6,11,37576168,167584,42120290,45676,9746969,31979473,10140818,6118608,18444,-173748,-245755,1710311,2980829,3203033,31624412,323728,1236410,126600,2489492,52512,0,0,0,710,119,66,7,0,82,5.2,92,7,-2,-8,-6,0,-2,0,38311260,127565,42711914,32921,10592022,32824334,9887580,6324608,17304,104202,1756044,1164033,3088011,3255436,32833913,259922,1234906,121835,2390793,200103,0,0,0,639,119,66,1,0,82,5.0,93,7,4,0,15,0,1,4,39037474,90836,43359670,31784,11275667,33361316,9998354,6548955,15279,70107,1097736,1075547,3838371,3374256,33235330,251378,1370554,124892,2580090,370722,0,0,0,0,111,60,1,0,82,5.1,91,7,0,4,15,0,11,11,40130599,354030,44272653,34883,11820906,33135954,11136700,6671076,12370,86290,1148047,659774,4153633,3307776,34193970,153472,1589762,96401,2747981,469093,0,0,0,0,112,58,-3,0,77,5.2,89,8,0,-1,3,0,0,0,40809496,222581,44498850,4571,12239307,33343631,11155219,6528252,11056,282277,1318158,947162,3735549,3124186,34909500,209629,1103174,86918,2943946,549671,0,0,0,291,120,59,-2,0,75,5.5,89,10,-2,-2,-7,0,-4,-4,40740528,231734,44229892,23880,12782832,33506630,10723262,6264467,10154,277476,1374134,1031943,3626129,3083827,34770919,177018,1029006,83949,2559800,647632,0,0,0,0,544205,-253237,110774,1138346,18520,-431957
003479,36188,CompSource Mutual Insurance Company,106,106,2,0,106,3.6,98,20,4,8,-24,1,12,12,1330340,2,1400795,0,32699,1164991,235804,241917,0,0,18018,65660,210152,61145,916757,0,191772,14355,23212,0,0,0,0,0,116,116,2,0,106,3.2,93,21,1,6,-6,1,-7,-7,1269697,5,1339300,0,34234,1119789,219511,254456,0,0,20389,66739,214716,64073,943491,0,186137,13800,21860,0,0,0,0,0,113,113,12,0,105,2.9,89,22,1,6,19,2,14,14,1323661,0,1403474,0,38814,1152313,251161,277164,0,0,56109,94800,203642,60659,973038,0,221659,13242,20411,0,0,0,0,0,95,95,9,0,101,2.8,85,18,-4,-3,10,3,30,30,1498047,0,1587430,0,39730,1259774,327657,304848,0,0,102156,209202,183299,65405,1017101,0,239715,12778,18858,0,0,0,0,0,76,76,-1,0,93,2.8,82,18,7,27,-4,2,23,23,1622831,0,1727809,0,37240,1324467,403342,294443,0,0,97818,122606,169875,74598,1387894,0,82491,12253,17193,0,0,0,0,0,63,63,-12,0,90,2.7,79,12,4,18,-42,1,6,6,1680666,0,1750203,0,41866,1322106,428096,292803,0,0,59745,87565,184304,100880,1482575,0,83070,11915,15162,0,0,0,0,0,25372,-16293,31649,76496,75685,24754
018724,00000,CopperPoint Mutual Group (G),36,25,-31,0,101,4.3,91,1,4,10,-99,1,18,18,3355276,3505,3466691,2308,68738,2811174,655517,210292,7801,-78,49781,42912,213965,94111,2605806,0,356340,24156,20540,252992,0,43302,1500,0,35,22,2,0,80,3.9,86,2,-5,-4,-71,0,16,16,3389296,4851,3488783,3837,62790,2726760,762023,186012,4494,-107,17104,77474,218939,87656,2669459,0,335642,24080,11508,229911,0,35343,5879,0,30,17,8,0,70,2.7,77,2,1,-6,3,2,40,40,3632593,6066,3745694,5124,66173,2677561,1068133,178410,3497,70,19284,200055,212071,87090,2802168,0,374189,471,12594,201289,0,34313,7514,0,33,19,21,0,78,2.3,73,2,-1,0,71,2,11,11,3386498,4967,3553171,4242,79070,2366930,1186241,212208,3626,-208,-280462,87834,499118,100383,2648092,0,402134,0,12672,192649,0,34960,8156,0,34,19,8,0,78,2.6,72,2,-7,-9,54,2,4,3,3403876,4267,3579176,4230,81789,2349483,1229693,227990,3711,151,25136,162611,201600,107121,2567553,0,424464,0,42113,168716,0,33649,4770,0,33,19,1,0,72,2.7,72,2,0,-7,17,1,2,2,3382145,5353,3581319,5971,81185,2322511,1258808,241486,3821,27269,42400,112586,186829,98105,2592568,0,415935,0,44660,179256,0,32886,4245,0,97937,100064,306110,119608,43452,29115
000302,00000,COUNTRY Financial Property Casualty Grp (G),188,113,2,0,100,4.0,64,9,-4,-5,-4,0,5,5,3588817,61921,4541046,52650,793243,2689693,1851354,2101141,1462,12598,121333,196775,1263589,844267,2601616,32816,641271,6584,50541,0,0,685,0,0,207,124,2,0,104,4.1,71,11,-1,-4,-6,1,-7,-7,3447539,68322,4535096,65336,809102,2818845,1716251,2122933,2974,4596,-108946,181559,1524040,842835,2556955,32316,558263,6448,51849,0,0,665,0,0,181,121,1,0,104,4.0,66,8,-3,-1,-2,1,3,3,3569999,56864,4492543,45871,821349,2720364,1772179,2099377,0,-15465,-18542,255872,1439035,826863,2562354,40364,581841,6475,64852,0,0,697,0,0,170,113,4,0,95,4.0,63,8,-3,-3,-2,0,12,12,3830532,37191,4755161,39091,865492,2776186,1978975,2216627,1586,27191,191398,185173,1276675,865791,2741307,35306,702046,6320,87578,0,0,662,254,0,158,105,0,0,92,3.9,59,7,-1,-3,2,0,7,7,4046064,38810,4864073,32387,864209,2740527,2123546,2240460,1954,-54979,164836,166716,1445332,843530,2937090,48182,721678,6033,85191,0,0,736,0,0,143,98,-2,0,93,3.9,57,5,-1,-2,2,0,5,5,4118369,37254,4866676,35095,812585,2626905,2239771,2220995,2735,41590,70231,182268,1406928,867866,3034079,46356,651359,2582,98586,0,0,0,3985,0,83839,-135103,55928,206796,144571,116225
018359,00000,Coverys Companies (G),61,38,1,0,38,3.6,75,6,-14,-45,-19,0,21,21,3208590,8749,3462787,10495,251766,2299422,1163366,437769,8249,89050,110877,141908,172238,165151,2546829,22721,264261,281,4133,0,0,0,0,0,53,32,-4,0,53,3.4,72,6,-15,-29,-17,0,13,14,3363176,14787,3629334,21460,252058,2311603,1317731,422842,8948,50693,141421,118015,166119,176577,2674014,14202,317013,233,4133,0,0,0,0,0,45,27,-4,0,60,3.3,69,5,-8,-23,-17,0,13,13,3557310,15570,3829966,19553,239687,2341648,1488318,410649,8222,56107,133298,141725,168859,166181,2740119,21917,391844,156,4133,0,0,0,0,0,41,24,-2,0,64,3.0,66,5,-9,-18,-13,1,11,11,3640176,9638,3913695,20849,220825,2255582,1658113,394662,9350,54729,125801,130861,163644,163887,2699234,20693,479393,0,119133,0,0,0,0,0,44,26,-2,0,63,3.0,73,7,-7,-17,-14,2,-11,-11,3274323,21756,3555581,33429,220712,2076259,1479321,381301,10354,63345,22495,123141,206236,199219,2303045,19886,428536,0,286376,0,0,0,0,0,39,23,-9,0,71,3.0,70,7,-8,-14,-14,1,4,4,3215024,25192,3509900,34486,203656,1966520,1543379,354573,9394,38707,26621,87529,189370,199988,2360241,27835,359214,0,324700,0,0,0,0,0,201733,154365,170587,169796,-178792,14045
018460,00000,CSAA Insurance Group (G),102,78,2,0,92,3.6,46,4,-1,-3,-3,0,7,7,5287961,45454,6296353,44408,1282804,2863162,3433192,2673407,0,47789,217622,337528,1522168,1135038,3387954,221461,1028911,108821,184241,0,0,5286,10623,0,111,80,2,0,93,3.4,54,7,-2,-3,-4,0,0,0,5400646,68935,6551123,68216,1316238,3110598,3440525,2728065,0,45174,283688,106975,1555897,1055149,3482850,153032,1178886,248561,203665,0,0,16311,0,0,108,77,2,0,95,3.1,52,10,-1,-3,0,0,5,5,5587934,66008,6672963,63190,1356802,3048050,3624913,2749647,0,6718,34255,51274,1646402,1293259,3478339,116765,1420787,231201,254501,0,0,15579,4522,1502,108,75,3,0,97,3.1,47,6,1,-1,1,0,6,6,5927905,70470,6897809,67798,1377538,3067604,3830205,2941971,0,8910,156540,163503,1744413,1278554,3616921,91590,1558383,200651,239192,604,0,19294,5885,6921,119,82,7,0,98,2.8,56,10,0,1,-2,1,-2,-2,6102022,87285,7229011,81945,1491479,3479752,3749259,3062099,0,6140,259158,94209,1759987,1268842,3643630,97735,1753455,195012,279045,574,0,7886,6149,12296,142,98,7,0,102,2.7,56,11,-1,0,-5,2,-10,-10,5843603,90203,6869341,86979,1603621,3491266,3378075,3287416,0,40132,45286,109411,2070759,1356234,3407849,91075,1813035,133541,278994,0,0,0,0,5228,221186,7333,184389,205292,-80946,-371184
018704,00000,CUMIS Insurance Society Group (G),218,113,-15,0,105,4.8,120,13,-3,3,-8,2,11,5,961055,113353,1594118,144966,279894,1123752,470366,639518,0,-10567,-180812,47441,592980,279729,870121,2910,2641,0,34577,0,0,0,0,2532,270,109,3,1,98,4.5,121,36,-7,-3,-9,1,7,7,1008248,179715,1680734,137171,259653,1178885,501848,742770,0,1452,298186,62103,213961,237828,891279,1474,2835,0,39951,0,0,0,0,2345,229,109,13,0,93,4.2,105,35,-5,-6,-10,1,12,12,1126061,191270,1704043,178306,275187,1141995,562048,448241,0,11123,46042,64374,155841,267697,978722,26859,2471,0,43892,0,0,0,0,285,210,111,12,0,88,4.3,92,54,-5,-7,-5,1,11,11,1208568,72359,1709274,105538,304755,1087537,621737,613344,0,14158,86553,53799,300368,264744,1063892,44420,2348,0,39979,0,0,0,0,249,163,101,5,0,85,4.3,108,54,-7,-9,-4,2,15,15,1347410,185157,2141736,254001,316637,1426851,714885,695070,0,36192,116061,34234,346036,267918,1160951,54968,54553,0,32488,0,0,0,0,31,81,95,4,0,83,4.1,66,28,-7,-11,-5,0,12,12,1439380,-713,1715828,75190,330996,915362,800467,758137,0,40009,69794,15755,395611,286501,1295472,71163,6780,0,38666,0,0,0,0,0,48163,31482,60200,59689,93148,85582
018083,00000,Doctors Company Insurance Group (G),65,54,-4,0,58,1.4,75,4,-26,-44,-20,1,-2,-2,3965205,35858,4438149,15355,499953,2904065,1534084,818408,14817,102022,94941,271183,287382,480998,2875109,17379,527494,22493,143559,78786,0,55,1855,0,78,65,-3,0,63,3.1,86,5,-10,-34,-22,2,-20,-20,3568371,29101,4054478,12530,492683,2827527,1226951,793974,13950,128840,113013,252477,244673,477442,2508228,24929,524768,21708,141521,74346,0,51,1955,0,62,55,-4,0,78,2.8,79,4,-8,-16,-20,1,14,14,3639709,18686,4206466,5023,481956,2813117,1393349,759206,19411,37972,81646,248661,255460,429073,2484925,31675,669304,23735,143584,34317,0,47,0,0,44,39,-9,0,82,1.7,66,3,-10,-18,-16,1,27,13,3994871,14850,4366329,1899,467065,2599640,1766689,738530,18780,46290,76411,251983,283720,439479,2459269,30364,1049828,21668,135252,20039,0,0,11832,0,40,36,-5,0,87,0.7,65,2,-9,-21,-15,1,3,6,3930563,13786,4376101,1857,459627,2554232,1821869,673399,17596,52878,-9586,236058,217217,451899,2339340,41406,1145727,17394,120225,17463,0,0,12000,0,40,35,-3,0,87,1.5,60,3,-8,-17,-9,1,0,0,3813351,6401,4107296,509,453272,2294139,1813158,654431,22740,24367,-3212,202465,266914,435137,2266871,64876,1083242,18394,141043,27375,0,0,0,236,-33137,-307133,166398,373340,55180,-13233
003168,00000,Donegal Insurance Group (G),263,128,5,2,97,3.0,72,11,-3,-1,-5,1,-2,-1,805527,32477,1054692,23814,242604,679518,375174,472338,1081,1933,27358,30925,281963,193447,686490,0,46874,34655,2923,2017,0,1214,0,0,300,145,11,2,101,2.8,78,12,-1,-3,-5,2,-2,-2,824662,40426,1093275,27121,266038,725214,368061,526880,998,2177,22993,24183,326865,210114,696595,0,55179,33422,11591,974,0,1211,0,0,309,150,9,1,100,2.7,77,12,1,-2,3,1,5,5,861135,38855,1140034,30396,291294,752805,387229,565337,1446,5671,42691,39686,323372,227668,721142,0,52784,32681,12750,884,0,1208,0,0,308,152,9,1,94,2.5,79,12,1,2,7,1,7,7,940961,45638,1239459,30186,314361,823940,415519,625572,1726,12350,74831,65312,330445,240692,668237,0,140853,32642,30713,810,0,1205,0,0,326,162,8,1,95,2.2,81,13,2,3,3,1,1,1,987930,37043,1297344,29466,340479,877115,420229,660050,3019,4353,55371,86537,360859,268513,767623,250,60878,35700,34880,748,0,1314,0,0,364,187,8,1,95,2.7,85,12,0,3,-1,1,-6,-6,1055999,35452,1378524,31630,366051,983904,394619,727956,3650,12800,103305,72251,362082,283463,839292,250,47998,38969,55631,298,0,1311,0,0,-9170,-7113,19168,28290,4711,-25610
003771,33499,Dorinco Reinsurance Company,66,34,-8,0,61,3.2,79,21,-3,-6,4,0,1,1,1394260,24265,1622502,15615,83915,1012842,609661,235891,0,23334,91944,26334,110432,55235,870478,6668,362871,1365,126544,0,0,0,0,0,74,41,3,0,68,3.0,84,26,-1,-4,-6,2,-15,-15,1367259,15275,1576594,19155,76407,1059403,517191,201181,0,28598,55592,57205,115177,63730,850926,5168,324871,1307,115094,0,0,0,0,0,70,40,-3,0,75,2.9,85,24,4,1,-6,1,1,1,1339561,17685,1553300,9349,76971,1029291,524009,216247,0,13282,54873,23566,148144,45937,852193,8723,321910,1252,131917,0,0,0,0,0,68,37,-6,0,71,2.7,82,8,-4,-1,-13,1,1,1,1464784,11728,1571416,8734,74590,1041872,529544,263025,0,29983,148097,43393,111099,48334,840933,595,347253,1200,231410,0,0,0,0,0,59,32,-13,0,69,2.4,80,7,-4,-7,-25,1,1,1,1476754,10484,1565932,6044,67181,1031121,534811,146605,0,31190,11873,79494,96097,48455,889630,642,286040,1149,219798,0,0,0,0,0,60,30,-10,0,61,2.5,79,5,-8,-11,-38,1,-4,-4,1436587,15866,1536155,6928,64122,1022109,514046,169003,0,33013,27290,105919,77535,74159,920125,642,226554,1101,182232,0,0,0,0,0,5272,-92470,6818,5535,5267,-20765
002146,21261,Electric Insurance Company,92,89,1,0,92,4.5,100,1,5,9,-10,1,10,10,956791,187,1406630,82,84660,958863,447767,400039,0,2155,66289,26032,250618,127389,794955,0,126671,6737,2357,0,0,0,0,0,85,82,-6,0,93,4.1,99,1,-3,4,-26,0,3,3,998930,93,1444555,220,84821,984393,460163,378384,0,2559,53652,11708,242530,128159,847652,0,128085,7542,3847,0,0,0,0,0,81,76,-3,0,93,3.8,93,1,-13,-12,-31,0,5,5,1024634,114,1442440,199,86462,960765,481675,366328,0,3609,31289,17705,244160,137198,879779,0,113687,8252,5137,0,0,0,0,0,72,68,-4,0,91,3.2,87,1,-13,-21,-16,0,8,8,1053392,350,1448715,99,89510,926156,522560,350986,0,2759,25817,16988,237350,136744,904194,0,116825,9012,6305,0,0,0,0,0,60,56,-15,0,93,3.2,91,1,-8,-18,4,0,3,3,1009856,51,1467197,826,92906,929642,537555,300853,0,4390,-25562,11577,231907,137857,877005,0,104215,9822,7165,0,0,0,0,0,68,64,15,0,95,3.1,94,1,-3,-10,5,0,1,1,1018159,1429,1507785,829,93041,962238,545548,346229,0,5652,22683,3590,231161,132505,896497,0,98988,10684,8310,0,0,0,0,0,40703,12396,21512,40885,14995,7993
000346,00000,EMC Insurance Companies (G),195,104,0,0,92,4.4,83,28,-11,-19,-11,0,8,8,2677030,30956,3239866,38900,502936,2160276,1079590,1112461,25302,38967,25110,62386,620510,524548,2037229,52197,413553,85449,18952,0,0,7265,0,0,223,118,8,0,100,4.1,88,33,-7,-15,-8,1,-4,-4,2660275,43255,3295363,47110,542193,2262130,1033233,1181638,29510,1525,-25091,91990,745175,549526,1947913,51483,448336,83147,26140,0,0,9976,0,0,227,121,11,0,99,3.8,86,34,-5,-8,10,0,8,8,2812434,40294,3442873,46665,593849,2325941,1116933,1304829,25457,-16030,127407,127635,726345,551478,1968309,64398,516633,83472,38174,0,0,12700,0,0,213,114,10,0,93,3.2,83,34,-2,-7,11,0,17,17,3095409,45442,3764669,48877,645724,2455541,1309128,1438216,28248,17932,155163,122594,740868,607257,2127070,82524,619405,81576,42931,0,0,18453,0,0,201,111,6,0,94,3.4,81,32,-3,-5,-3,0,8,8,3368218,44619,4036703,42572,686457,2617348,1419354,1551600,26517,23196,220536,145514,789051,627468,2263675,93169,713487,77457,54158,0,0,18745,0,0,196,109,5,0,93,3.0,83,34,-4,-4,-4,1,6,6,3516066,61352,4302329,73326,714713,2797090,1505239,1621157,30331,52576,212263,143274,799638,670603,2370176,101034,730852,84010,60143,0,0,21891,0,0,78783,-46357,83700,192195,110226,85885
018602,00000,Employers Insurance Group (G),169,69,-15,0,84,3.7,162,2,-2,-13,-75,3,-31,-31,1755705,14415,3417016,0,142246,2962754,454262,324580,7071,9333,59857,101348,208330,193929,1572491,0,80130,0,1306,0,0,0,0,0,260,106,31,0,92,3.7,172,6,0,-5,5,3,-15,-15,1720260,10734,3511303,0,188861,3123383,387919,354281,4804,-1271,33588,109293,220469,168780,1526893,0,82771,0,1303,0,0,0,0,0,281,114,39,0,93,3.4,173,6,-24,-23,75,3,29,11,1930919,9468,4055759,0,257072,3554084,501675,493282,4114,-5364,129219,98858,151403,180152,1737911,0,92830,0,1301,0,0,0,0,0,295,119,19,0,94,3.0,176,6,1,-25,74,2,13,5,2149737,8412,4620229,0,293189,4051543,568686,620310,3119,3106,164626,30351,255454,234616,2008979,0,109809,0,524,0,0,0,0,0,268,108,1,0,94,2.9,177,7,-7,-8,11,2,12,12,2312515,10663,4994574,0,296346,4359093,635481,675400,2352,932,163217,94422,330187,247348,2103444,0,114126,0,522,0,0,0,0,0,189,98,0,0,88,2.8,81,6,0,-4,-3,1,11,11,2384651,7725,2893258,0,295219,2187557,705701,744559,3482,16456,115375,56180,350072,273515,2180780,0,147170,0,520,0,0,0,0,0,-207085,-66342,113756,67011,66795,70220
018620,00000,Endurance Specialty Group (G),365,97,26,3,95,2.6,125,11,-4,-4,5,2,3,3,1222439,634540,3140005,233886,250677,2491595,648410,460970,0,376,23793,171525,403364,66373,1048116,0,0,2732,0,0,0,0,0,0,492,127,25,3,103,2.6,153,11,-2,-3,25,5,-4,-13,1339202,1036823,3901537,692907,300590,3280704,620833,665788,0,-9116,98701,197708,367700,243610,1138496,0,0,2695,0,0,0,0,0,0,466,150,16,3,116,1.9,132,13,-3,-5,12,4,-1,-26,1572545,932195,3778854,697504,310248,3166727,612127,821643,0,-8888,44059,305534,568845,246485,1264343,0,0,2659,0,0,0,0,0,0,448,144,3,3,112,1.4,128,17,-4,-2,3,3,7,-9,1595925,876355,3772445,586341,323942,3116783,655661,949080,0,282,-86518,203142,801106,273491,1373976,800,0,2656,0,0,0,0,0,0,435,120,-11,5,100,1.7,129,29,-5,-8,-12,2,7,7,1601881,780506,3747501,471889,328819,3044987,702513,931832,0,10333,31116,153955,727906,205185,1425721,0,0,2888,0,0,0,0,0,0,427,91,-16,7,91,1.8,124,32,-5,-10,-33,2,9,9,1635152,703137,3660061,188171,356468,2891270,768791,869801,0,25668,42605,183965,649612,194336,1448203,0,0,2851,0,0,0,0,0,0,21061,-27577,-8706,43534,46852,66278
