000008,00000,Allstate Insurance Group (G),Allstate Insurance Group,Allstate Ins Group,Allstate Insurance Group,The Allstate Corporation,058312,N,002017,Allstate Insurance Group,000008,000008,...,000000,Allstate Insurance Group,000008,...,The Allstate Corporation,058312,000000000,,00000,00000,0.00,Northbrook,UNITED STATES,United States,...,847-402-9116,60062-7127,IL,Illinois,3075 Sanders Road,Suite G2H,...,847-402-5000,Thomas J. Wilson II,Chairman & CEO,www.allstate.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Exclusive/Captive Agent ,...,Stock,...,0,1931,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018431,00000,Ally Insurance Group (G),Ally Insurance Group,Ally Ins Group,Ally Insurance Group,Ally Insurance Holdings Inc,050149,N,000654,Ally Insurance Group,018431,018431,...,000000,Ally Insurance Group,018431,...,Ally Financial Inc,051893,000000000,,00000,00000,0.00,Detroit,UNITED STATES,United States,...,313-800-6015,48226,MI,Michigan,500 Woodward Avenue,14th Floor,...,313-656-5433,Douglas Timmerman,President,www.ally.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Direct Response ,...,Stock,...,0,1939,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018449,00000,Ambac Financial Group (G),Ambac Financial Group,Ambac Finl Group,Ambac Financial Group,Ambac Financial Group Inc,050708,N,000702,Ambac Financial Group,018449,018449,...,000000,...,000000,...,Ambac Financial Group Inc,050708,000000000,,00000,00000,0.00,New York,UNITED STATES,United States,...,212-509-9190,10004,NY,Wisconsin,One State Street Plaza,...,...,212-668-0340,Phillip B. Lassiter,Chariman & CEO,www.ambac.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Direct Response ,...,Stock,...,0,1970,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
003133,10103,American Agricultural Insurance Company,American Agricultural Insurance Company,Amer Agricultural Ins Co,American Agricultural Insurance Company,American Agricultural Insurance Company,003133,Y,003133,...,000000,003133,...,000000,American Agricultural Insurance Company,003133,...,...,000000,362661954,,10103,00000,0.00,Schaumburg,UNITED STATES,United States,akonwal@aaic.com,847-969-2752,60173,IL,Indiana,1501 E. Woodfield Road,Suite 300 W,...,847-969-2900,"R. Robert Stallman, Jr.",Chairman & President,www.aaic.com,In Business,...,Property/ Casualty,...,Affiliated Single Company,Operating Company,None,Insurance,Direct Response ,Third Party Reinsurer,Stock,...,1948,1948,...,...,...,...,"Vincent M. Duvall, Chairman of the Board and President",...,"Janet S. Katz, Executive Vice President and Chief Executive Officer",...,...,...,...,...,...,"Bryan Searle; C. Blake Hurst; Carl Bednarski; Daryl Lies; Donald Shawcroft; Gerald Long; H. Randal Veach; Harry Ott; James Holte; James Parnell; Jeff Aiken; John Hoblick; Kevin Rogers; Larry Wooten; Mark Haney; Mike McCormick; Perry Livingston; Randall Kron; Richard Felts; Richard Guebert, Jr.; Ronald R. Anderson; Russell Boening; Tom Buchanan; Vincent Duvall; Wayne Pryor","Janet S. Katz, Executive Vice President and Chief Executive Officer","Andrew S. Boris, Secretary and General Counsel",...,"Julie A. Potts, Manager",...,...,...,...,...,"Vincent M. Duvall, Chairman of the Board and President","Andrew S. Boris, Secretary and General Counsel; Thomas M. Pavelko, Secretary",...,"August J. Tripi, Jr., Treasurer",...,"Ronald R. Anderson, First Vice President"
000124,00000,American Family Insurance Group (G),American Family Insurance Group,Amer Family Ins Group,American Family Insurance Group,American Family Mutual Insurance Company,002022,N,002022,American Family Insurance Group,000124,000124,...,000000,American Family Insurance Group,000124,AmFam,American Family Mutual Insurance Company,002022,000000000,,00000,00000,0.00,Madison,UNITED STATES,United States,...,877-571-4803,53783-0001,WI,Wisconsin,6000 American Parkway,...,...,608-242-4100,Jack C. Salzwedel,"Chairman, President & CEO",www.amfam.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Exclusive/Captive Agent ,...,Mutual,...,0,1927,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018540,00000,American International Group (G),American International Group,Amer Intl Group ,American International Group,"AIG Property Casualty U.S., Inc.",055711,N,002034,American International Group,018540,018540,...,000000,...,000000,...,"American International Group, Inc",058702,000000000,,00000,00000,0.00,New York,UNITED STATES,United States,...,...,10038,NY,New York,175 Water Street,18th Floor,...,212-770-7000,Peter D. Hancock,CEO,www.aig.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Broker ,...,Stock,...,0,1853,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018565,00000,American National P&C Group (G),American National P&C Group,Amer Natl PC Group,American National P & C Group,American National Insurance Company,006087,N,003533,American National P&C Group,018565,018565,...,000000,...,000000,...,American National Insurance Company,006087,000000000,,00000,00000,0.00,Springfield,UNITED STATES,United States,customer@anpac.com,417-887-1801,65899-0001,MO,Missouri,American Nat'l Corp Center,1949 E Sunshine,...,417-887-0220,Gregory V. Ostergren,"Chairman, President & CEO",www.anpac.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Exclusive/Captive Agent ,...,Stock,...,0,1973,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
004009,00000,Ameriprise P&C Companies (G),Ameriprise P&C Companies,Ameriprise P&C Companies,Ameriprise P&C Companies,Ameriprise Financial Inc,050542,N,003563,Ameriprise P&C Companies,004009,004009,...,000000,Ameriprise P&C Companies,004009,...,Ameriprise Financial Inc,050542,000000000,,00000,00000,0.00,De Pere,UNITED STATES,United States,...,920-330-5603,54115-9070,WI,Wisconsin,3500 Packerland Drive,...,...,920-330-5100,Thomas Ealy,President & CEO,www.ameriprise.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Direct Response ,...,Stock,...,0,1972,...,...,...,...,...,...,"Thomas Ealy, Chief Executive Officer",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"Stephanie M. Rabe, Vice President"
018211,00000,Amerisafe Insurance Group (G),Amerisafe Insurance Group,Amerisafe Ins Group,Amerisafe Insurance Group,"AMERISAFE, Inc.",051277,N,003585,Amerisafe Insurance Group,018211,018211,...,000000,Amerisafe Insurance Group,018211,...,"AMERISAFE, Inc.",051277,000000000,,00000,00000,0.00,DeRidder,UNITED STATES,United States,aiic-mktg@amerisafe.com,888-331-8670,70634-6005,LA,Louisiana,2301 Highway 190 West,...,...,800-256-9052,G. Janelle Frost,President & CEO,www.amerisafe.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,"Direct Response, Independent Agency",...,Stock,...,0,1973,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
004071,00000,Amerisure Companies (G),Amerisure Companies,Amerisure Cos,Amerisure Companies,Amerisure Mutual Insurance Company,000604,N,000604,Amerisure Companies,004071,004071,...,000000,Amerisure Companies,004071,...,Amerisure Mutual Holdings Inc,052536,000000000,,00000,00000,0.00,Farmington Hills,UNITED STATES,United States,...,248-426-7992,48333-2060,MI,Michigan,P.O. Box 2060,...,...,248-615-9000,Gregory J. Crabb,President & CEO,www.amerisure.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Mutual,...,0,1912,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018522,00000,Amica Mutual Group (G),Amica Mutual Group,Amica Mutual Group,Amica Mutual Group,Amica Mutual Insurance Company,002162,N,002162,Amica Mutual Group,018522,018522,...,000000,Amica Mutual Group,018522,...,Amica Mutual Insurance Company,002162,000000000,,00000,00000,0.00,Providence,UNITED STATES,United States,...,401-334-2270,02940-6008,RI,Rhode Island,P.O. Box 6008,...,...,800-652-6422,Robert A. DiMuccio,"Chairman, President & CEO",www.amica.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Direct Response ,...,Mutual,...,0,1907,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018533,00000,AmTrust Group (G),AmTrust Group,AmTrust Group,AmTrust Group,"AmTrust Financial Services, Inc",051002,N,050300,AmTrust Group,018533,018533,...,000000,AmTrust Group,018533,...,"AmTrust Financial Services, Inc",051002,000000000,,00000,00000,0.00,New York,UNITED STATES,United States,...,...,10038,NY,New York,59 Maiden Lane,43rd Floor,...,212-220-7120,Barry D. Zyskind,President,www.amtrustgroup.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Stock,...,0,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
000166,00000,Andover Companies Pool (G),Andover Companies Pool,Andover Companies Pool,Andover Companies Pool,Andover Companies Pool,000166,N,002055,Andover Companies Pool,000166,000166,Andover Companies Pool,000166,Andover Companies Pool,000166,...,Andover Companies Pool,000166,000000000,,00000,00000,0.00,Andover,UNITED STATES,United States,accounting@andovercos.com,800-323-5112,01810,MA,Massachusetts,95 Old River Road,...,...,978-475-3300,Malcolm W. Brawn,President & CEO,www.andovercos.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Mutual,...,0,1828,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018220,00000,Arbella Insurance Group (G),Arbella Insurance Group,Arbella Ins Group,Arbella Insurance Group,Arbella Mutual Insurance Company,010663,N,010663,Arbella Insurance Group,018220,018220,...,000000,Arbella Insurance Group,018220,Arbella Insurance Group,Arbella Mutual Insurance Company,010663,000000000,,00000,00000,0.00,Quincy,UNITED STATES,United States,arbella@mcimail.com,617-328-2970,02269-9103,MA,Massachusetts,1100 Crown Colony Drive,...,...,617-328-2800,John F. Donohue,"President, Chairman & CEO",www.arbella.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Mutual,...,0,1988,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018484,00000,Arch Insurance Group (G),Arch Insurance Group,Arch Ins Group,Arch Insurance Group,Arch Reinsurance Company,011791,N,011791,Arch Insurance Group,018484,018484,...,000000,...,000000,...,Arch Capital Group Ltd.,058459,000000000,,00000,00000,0.00,Jersey City,UNITED STATES,United States,...,212-651-6500,07311-1107,NJ,Nebraska,Harborside 3,210 Hudson Street,Suite 300,212-651-6500,David H. McElroy,Chairman & CEO,archinsurance.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Broker ,...,Stock,...,0,1995,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
004019,00000,Argo Group (G),Argo Group,Argo Group,Argo Group,"Argo Group US, Inc.",058324,N,002056,Argo Group,004019,004019,...,000000,...,000000,...,"Argo Group International Holdings, Ltd",058448,000000000,,00000,00000,0.00,San Antonio,UNITED STATES,United States,...,210-377-2637,78246,TX,Illinois,P.O. Box 469011,...,...,210-321-8400,Kevin Rehnberg,President,www.argolimited.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,"Broker, Independent Agency",...,Stock,...,0,1948,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018371,00000,Arrowpoint Capital Group (G),Arrowpoint Capital Group,Arrowpoint Capital Group,Arrowpoint Capital Group,Arrowood Indemnity Company,002438,N,002438,Arrowpoint Capital Group,018371,018371,...,000000,...,000000,...,Arrowpoint Capital Corp,055269,000000000,,00000,00000,0.00,Charlotte,UNITED STATES,United States,David.Davenport@arrowpointcap.com,...,28201-1000,NC,Delaware,P.O. Box 1000,...,...,704-522-2000,John Tighe,President & CEO,www.arrowpointcap.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Stock,...,0,1910,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018523,00000,Assurant P&C Group (G),Assurant P&C Group,Assurant P&C Group,Assurant P&C Group,Assurant Inc,051156,N,000120,Assurant P&C Group,018523,018523,...,000000,Assurant P&C Group,018523,...,Assurant Inc,051156,000000000,,00000,00000,0.00,Miami,UNITED STATES,United States,...,305-252-6987,33157,FL,Florida,11222 Quail Roost Drive,...,...,305-253-2244,Alan Colberg,CEO,www.assurant.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Stock,...,0,1947,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
004017,00000,Assured Guaranty Group (G),Assured Guaranty Group,Assured Guar Group,Assured Guaranty Group,Assured Guaranty US Holdings Inc.,051711,N,001968,Assured Guaranty Group,004017,004017,...,000000,...,000000,...,Assured Guaranty Ltd.,051709,000000000,,00000,00000,0.00,New York,UNITED STATES,United States,...,212-888-5278,10019,NY,New York,31 West 52nd Street,...,...,212-826-0100,Roger K. Taylor,President,www.assuredguaranty.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Direct Response ,...,Stock,...,0,1984,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
012007,10639,Attorneys' Liability Assr Society RRG,Attorneys' Liability Assr Society RRG,"Attorneys' Liab Assr Society, Inc. A RRG","Attorneys' Liability Assurance Society, Inc., A Risk Retention Group",Attorneys' Liability Assr Society RRG,012007,N,000000,...,000000,012007,Attorneys' Liability Assr Society,056019,...,000000,...,Attorneys' Liability Assr Society,056019,363549453,549300P2BNVW6BLVFO78,10639,00000,100.00,Chicago,UNITED STATES,United States,...,312-697-6901,60606-6629,IL,Vermont,311 South Wacker Drive,Suite 5700,...,312-697-6900,Larry Zabinski,President & CEO,www.alas.com,In Business,...,Property/ Casualty,...,Affiliated Single Company,Operating Company,None,Insurance,Not Available ,Captive,Stock,RRG (Risk Retention Group),1987,1987,...,...,...,...,...,...,"Lawrence E. Zabinski, President and Chief Executive Officer","Akhil J. Wagh, Senior Vice President and Chief Financial Officer",...,...,...,...,...,"David L. Balser; Dennis R. LaFiura; Francis M. Milone; Harry H. Schneider, Jr.; James E. Clemons; James M. Neis; Janice C. Hartman; Jeffrey E. Stone; John S. Hicks; Lawrence E. Zabinski; Linda E. Benfield; Lori A. McAllister; Mary E. Powers; Matthew P. Feeney; Roger E. Warin; Thomas T. Terp; Todd W. Ruskamp; Wayne J. Lee; William O. Hochkammer, Jr.; Winthrop G. Minot","Mark E. Gralen, Executive Vice President and General Counsel","Mark E. Gralen, Executive Vice President and General Counsel",...,...,...,...,...,...,...,"Lawrence E. Zabinski, President and Chief Executive Officer","Darren C. Baker, Secretary","Akhil J. Wagh, Senior Vice President and Chief Financial Officer; Daniel J. Donnelly, Senior Vice President; Robert L. Denby, Senior Vice President; Scott F. Burns, Senior Vice President","David G. Ross, Vice President and Treasurer",...,"Daniel W. Smith, Vice President; David G. Ross, Vice President and Treasurer; Jason A. Burlingame, Vice President; Jeffrey P. DeJong, Vice President; Jeffrey S. Wood, Vice President; Jeffrey T. Kraus, Vice President; Joseph P. Shereda, Vice President; Keith R. Craven, Vice President; Kenneth D. Small, Vice President; Kenneth R. Landis, Jr., Vice President; Mary Beth Robinson, Vice President; Nancy J. Montroy, Vice President; Randy J. Curato, Vice President; Sonya D. Naar, Vice President"
018515,00000,Auto Club Enterprises Insurance Group (G),Auto Club Enterprises Insurance Group,Auto Club Enterprises Ins Group,Auto Club Enterprises Insurance Group,Automobile Club of Southern California,051510,N,000186,Auto Club Enterprises Insurance Group,018515,018515,...,000000,Auto Club Enterprises Insurance Group,018515,...,Automobile Club of Southern California,051510,000000000,,00000,00000,0.00,Santa Ana,UNITED STATES,United States,...,714-885-1277,92799-5001,CA,California,P.O. Box 25001,...,...,800-924-6141,Robert T. Bouttier,Chief Executive Officer,www.calif.aaa.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Exclusive/Captive Agent ,...,Reciprocal Exchange,...,0,1912,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
000312,00000,Auto Club Group (G),Auto Club Group,Auto Club Group,Auto Club Group,Auto Club Insurance Association,002139,N,002139,Auto Club Group,000312,000312,...,000000,Auto Club Group,000312,...,Auto Club Insurance Association,002139,000000000,,00000,00000,0.00,Dearborn,UNITED STATES,United States,...,313-436-7075,48126,MI,Michigan,1 Auto Club Drive,...,...,313-336-1234,"Joseph J. Richardson, Jr.",President & CEO,www.autoclubgroup.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Direct Response ,...,Reciprocal Exchange,...,0,1922,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
004354,00000,Auto-Owners Insurance Group (G),Auto-Owners Insurance Group,Auto-Owners Ins Group,Auto-Owners Insurance Group,Auto-Owners Insurance Company,000188,N,000188,Auto-Owners Insurance Group,004354,004354,...,000000,Auto-Owners Insurance Group,004354,...,Auto-Owners Insurance Company,000188,000000000,,00000,00000,0.00,Lansing,UNITED STATES,United States,...,517-391-1901,48909,MI,Michigan,P.O. Box 30660,...,...,517-323-1200,Jeffrey F. Harrold,CEO,www.auto-owners.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Mutual,...,0,1916,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018603,00000,AXIS Insurance Group (G),AXIS Insurance Group,Axis Ins Group,AXIS Insurance Group,"AXIS Specialty U.S. Holdings, Inc.",051067,N,012557,AXIS Insurance Group,018603,018603,...,000000,...,000000,...,AXIS Capital Holdings Limited,051089,000000000,,00000,03416,0.00,Alpharetta,UNITED STATES,United States,...,678-746-9320,30022,GA,New York,11680 Great Oak Way,Suite 500,...,212-500-7600,...,...,www.axiscapital.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,...,...,...,...,0,1991,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
000811,00000,Berkshire Hathaway Insurance Group (G),Berkshire Hathaway Insurance Group,Berkshire Hathaway Ins,Berkshire Hathaway Insurance Group,Berkshire Hathaway Inc.,058334,N,002429,Berkshire Hathaway Insurance Group,000811,000811,...,000000,...,000000,...,Berkshire Hathaway Inc.,058334,000000000,,00000,00000,0.00,Omaha,UNITED STATES,United States,...,402-916-3350,68131-3580,NE,Nebraska,3024 Harney Street,...,...,402-916-3000,...,...,www.nationalindemnity.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Direct Response ,Third Party Reinsurer,Stock,...,1967,1940,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
