,,,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000008,00000,Allstate Insurance Group (G),68760,29027319,1416893,117392,30561604,16306867,0,10458186,10,971245,27736307,2825297,21921443,2850981,86031,49,563048,-708,4744,25425588,21280698,3390124,12000,131542,711823,45676,25571865,0,-146277,0,82827,11,0,2339410,-100332,-2356904,322116,648,322763,164933,27619409,1385032,144776,29149218,15577813,0,10489084,-1,952854,27019750,2129468,32063540,5899250,59376,59,1226234,-951,26941,39274449,33478108,3738508,0,30150,832266,144,38079176,0,1195273,0,-1151632,0,0,2514228,-29198,-3695058,-370317,370965,648,148510,26397613,1425192,210070,28032875,14134705,0,10321989,-4,840439,25297130,2735745,18734812,3480546,63136,38571,905029,-270,3,23221828,19980972,3232787,0,30904,663855,85812,23994330,0,-772502,0,33814,-1,0,1969666,186072,-1749781,213462,157503,370965,92215,25462057,1339436,162661,26964155,15230215,0,9881113,0,423997,25535325,1428830,12576724,1667509,28433,5869,1377137,-79,6467,15662061,13781513,626527,47451,34283,1179774,34,15669581,0,-7520,0,31181,-9,0,1439265,493821,-914271,507039,-349536,157503
018431,00000,Ally Insurance Group (G),0,428285,57366,-28706,456945,272563,0,168993,0,14098,455654,1291,519838,349944,0,0,0,-250,7558,877090,666134,229710,0,0,0,0,895843,0,-18754,0,0,0,0,350000,29215,-320785,-338247,668848,330601,0,475371,78729,-27125,526974,389270,0,220870,0,-2318,607822,-80848,874963,565302,0,0,0,-915,0,1439350,572875,434239,0,0,0,600,1007715,0,431636,0,910,0,0,60000,-13203,-72293,278494,390353,668848,0,494897,80076,-18512,556460,351453,0,204199,0,-5462,550190,6271,1141729,556478,0,0,0,-379,31256,1729084,955480,622257,0,0,0,31,1577768,0,151317,0,0,0,0,200000,22566,-177434,-19846,410200,390353,0,465476,69140,4766,539381,412653,0,239492,0,26057,678202,-138821,1816285,376851,0,0,0,0,31,2193167,1287354,325082,0,0,0,26458,1638894,0,554273,0,0,0,0,280000,74176,-205824,209628,200572,410200
018449,00000,Ambac Financial Group (G),561,53443,125083,-18011,160515,-296189,0,472776,0,14749,191336,-30821,1500192,0,0,0,49444,-1,231480,1781115,1814206,0,0,0,2000,235967,2052173,0,-271058,0,892,132467,0,0,2669,136028,-165851,311493,145642,0,65291,114973,-3112,177152,-453761,0,1470349,0,1500,1018088,-840936,3940879,0,0,0,30925,222,173051,4145077,2380179,0,0,0,49675,363847,2793700,0,1351377,-1210821,189,-189290,0,0,951751,-448170,62271,249222,311493,0,90914,165153,7718,263785,-426813,0,66761,0,0,-360053,623837,1514085,0,0,0,51146,0,125927,1691158,1833582,0,0,0,50000,124057,2007640,0,-316482,0,0,-507799,0,0,-30975,-538774,-231419,480640,249222,589,105343,212633,12464,330441,-193102,0,65600,0,0,-127502,457943,1181433,0,0,0,20194,63,774741,1976431,815950,0,0,0,0,386055,1202005,0,774426,-789179,0,-1243480,0,0,602444,-1430215,-197847,678487,480640
003133,10103,American Agricultural Insurance Company,0,299439,12355,-1260,310534,158056,0,68220,0,10300,236577,73957,117963,9532,0,0,1143,0,2458,131095,203430,22257,0,0,0,352,226039,0,-94944,0,0,0,0,2023,-3178,-5202,-26188,160024,133836,0,323603,11484,-1034,334053,197915,0,67198,0,825,265938,68114,107519,4963,0,0,1360,0,481,114324,130680,1406,0,0,0,588,132675,0,-18351,0,0,0,0,2023,-19450,-21473,28290,131734,160024,0,296321,11518,-1885,305954,136012,0,65237,0,1000,202249,103705,170125,20550,0,0,0,0,474,191149,325348,16225,0,0,7619,121,349314,0,-158165,0,0,0,0,2023,-39007,-41030,-95491,227225,131734,0,328502,9052,-4104,333451,247290,0,50336,0,0,297626,35825,173852,3141,0,0,0,0,0,176994,277140,3110,0,0,0,425,280674,0,-103681,0,0,0,0,2023,16346,14323,-53533,280758,227225
000124,00000,American Family Insurance Group (G),126428,7175017,389381,75131,7639529,3781659,0,2918019,1521,274094,6975294,664236,6699302,835968,0,3262,55269,9,111259,7705068,7098735,802031,0,22054,133958,169625,8226404,0,-521335,0,0,0,0,1000,7082,6082,148982,467568,616550,60727,6721412,406820,63613,7191845,3993948,0,2467297,1377,77488,6540109,651736,4734985,826848,0,4309,48623,135,33839,5648738,5506633,645126,0,5078,159816,31345,6347998,0,-699260,0,0,0,0,1000,136557,135557,88033,379535,467568,57258,6303811,376294,64784,6744889,4431084,0,1857134,2231,67646,6358095,386794,3852839,323003,0,1589,79864,-1534,18623,4274384,4027880,533776,0,4157,219782,4589,4790185,0,-515801,0,900,500000,0,9000,-322034,169866,40858,361130,401988,52865,6052260,394945,72902,6520107,4443773,0,1756300,2058,36356,6238487,281621,4380745,634964,0,2770,79150,-653,25727,5122702,4705711,475269,0,3654,176203,29,5360867,0,-238164,0,0,0,0,1000,-242175,-243175,-199719,560849,361130
018540,00000,American International Group (G),0,19562991,3408774,148980,23120745,14414114,0,8678415,0,499149,23591678,-470933,22807611,2225215,582996,4146,964757,0,7836,26592563,21734344,263046,1764906,15001,2753102,218495,26748894,0,-156331,0,-62199,100000,3991,2919541,2606852,-270897,-898161,1123123,224962,0,19239550,3412836,-80219,22572166,13494092,0,7936839,0,781923,22212853,359313,29635199,-67858,276175,5579,1636006,0,425167,31910268,26206603,587183,1766231,6638,2674808,41576,31283040,0,627228,0,-64289,0,-32558,2149499,687913,-1558433,-571891,1695014,1123123,0,19855657,3463309,-75687,23243279,14508978,0,8011118,0,153114,22673210,570069,21829635,-8964798,3197,3107,1604882,1,38078,14514103,19787027,-6176176,1250620,2620,2738985,59959,17663035,0,-3148932,0,-292089,0,-75697,3864215,4771744,539743,-2039120,3734134,1695014,0,19336808,3453117,-19779,22770146,13761085,0,8345081,0,132577,22238743,531403,20956295,502123,297,1843,988203,90,63064,22511915,18466992,-240100,118592,1892,1722187,256011,20325574,0,2186341,0,1037764,0,-12743,1314613,-507832,-797424,1920319,1813815,3734134
018565,00000,American National P&C Group (G),-255,1049472,79914,2484,1131870,621430,0,404871,0,14373,1040674,91196,285833,42309,0,0,3638,0,3078,334858,360110,47805,0,100,0,4936,412951,0,-78093,0,0,0,0,12000,3721,-8279,4823,105715,110538,220,1021004,79862,2075,1102941,599983,0,383652,0,14401,998036,104905,285499,19620,0,0,223,0,9409,314750,427532,9579,0,217,2131,6,439465,0,-124715,0,0,0,0,11500,-3144,-14644,-34454,140170,105715,193,975188,82849,2606,1060643,613451,0,358125,0,4112,975688,84956,353027,19827,0,0,132,0,5718,378704,446340,28344,0,134,1101,977,476897,0,-98193,0,0,0,0,16000,-1589,-17589,-30826,170995,140170,834,968304,82435,4072,1054811,689422,0,357402,0,-86602,960222,94589,287086,26407,0,0,0,0,2070,315563,258479,7877,0,36,78,7,266478,0,49086,-36969,35000,0,0,6500,638,-7830,135845,35151,170995
004009,00000,Ameriprise P&C Companies (G),0,1062330,61072,3979,1127380,806991,0,287815,0,-37271,1057535,69845,226580,0,379,0,0,0,0,226959,435618,0,19025,636,0,0,455279,0,-228320,0,176088,0,0,0,-1173,174915,16440,-22839,-6400,0,991132,56109,4138,1051378,739389,0,265496,0,-20691,984194,67185,323902,0,0,0,0,0,0,323902,490490,0,0,331,0,0,490821,0,-166918,0,51386,0,0,0,-1796,49590,-50144,27304,-22839,122,877027,50902,4000,931928,608794,0,235843,0,-17771,826866,105062,153038,0,0,1495,0,0,0,154533,278677,0,0,1695,0,2031,282404,0,-127870,0,50939,0,0,0,6277,57216,34407,-7103,27304,175,803761,49570,4131,857462,578910,0,212045,0,13137,804091,53371,165179,0,0,0,0,0,2031,167211,202267,0,0,449,0,0,202716,0,-35505,0,679,0,0,0,-4691,-4013,13853,-20956,-7103
018211,00000,Amerisafe Insurance Group (G),-64,368625,43418,-1880,410163,157130,0,110891,500,26422,294944,115220,238470,0,0,0,0,5,3128,241604,311668,0,0,53,0,4385,316107,0,-74503,0,0,0,0,50000,-20917,-70917,-30200,79996,49796,188,373102,37955,-1974,409083,151727,0,108065,1094,20752,281638,127445,176400,9780,0,5197,0,18,1929,193325,375241,0,0,5206,0,2173,382620,0,-189295,0,0,0,0,25000,7721,-17279,-79130,159126,79996,-304,325027,34865,-1593,358299,147539,0,93294,1704,13832,256368,101931,137274,8900,0,0,0,3,2249,148427,200847,12819,0,80,0,2505,216251,0,-67824,0,0,0,0,15000,21596,6596,40703,118423,159126,1223,290585,33598,-1774,322410,154578,0,86575,1581,7169,249903,72507,173593,10777,0,0,0,6,2676,187052,165642,5596,0,91,0,20,171349,0,15703,0,0,0,0,21000,499,-20501,67709,50714,118423
004071,00000,Amerisure Companies (G),0,764985,71900,798,837683,363720,0,333424,12516,36222,745881,91802,452968,315149,0,0,20000,184,0,788300,588224,293769,0,30,17912,65,900000,0,-111700,0,0,0,0,9082,1217,-7865,-27763,69514,41751,0,694483,81749,-1541,774690,327531,0,316196,12107,24879,680712,93978,385410,180228,0,0,0,19,1496,567153,471629,195290,0,0,13303,55,680277,0,-113124,0,0,0,0,7040,-3378,-10418,-29564,99078,69514,0,637896,86781,2292,726968,305237,0,283301,10352,18909,617800,109169,474144,184955,0,0,1414,-1,34,660546,529474,152001,0,180,56088,1940,739684,0,-79138,0,0,0,0,7346,1390,-5956,24075,75003,99078,0,555075,82368,1196,638639,292189,0,262646,8725,12702,576262,62378,346604,169805,0,0,290,806,8193,525698,383745,133023,0,250,63887,0,580905,0,-55207,0,0,0,0,2000,-1152,-3152,4019,70984,75003
018522,00000,Amica Mutual Group (G),0,1925587,120213,-2639,2043161,1263937,0,668404,142277,2271,2076889,-33728,449318,460318,38,0,2524,0,0,912198,408104,351567,7659,615,22131,17952,808027,0,104170,0,-2000,0,0,0,-85997,-87997,-17554,202955,185401,0,1828524,128972,1920,1959416,994311,0,609839,136064,51456,1791670,167746,401071,409583,0,0,8504,0,22038,841196,392808,417641,0,791,12764,0,824004,0,17192,0,0,-109,0,0,-105668,-105777,79162,123793,202955,0,1740652,119705,-1268,1859089,943940,0,573474,128161,-4902,1640673,218416,445956,209532,0,0,4460,0,2416,662364,713130,91403,0,1620,5741,0,811894,0,-149530,0,0,-107,0,0,-74244,-74350,-5464,129257,123793,0,1629586,123235,1175,1753996,941148,0,544910,122388,32210,1640657,113339,347348,376269,0,0,4160,0,0,727777,392389,285843,0,295,10,0,678537,0,49240,0,0,-104,0,0,-55617,-55722,106858,22399,129257
018533,00000,AmTrust Group (G),-34,1833691,101681,4851,1940223,690771,0,610920,12531,92627,1406849,533373,1328868,81970,0,3958,7419,-45,10591,1432761,1817321,201348,0,2340,55089,2963,2079062,0,-646301,0,88797,0,0,92349,390111,386559,273631,431733,705364,363,1088086,99248,15155,1202489,585675,0,495711,5834,94161,1181380,21109,1113305,121027,0,0,7731,-796,24305,1265572,1409261,59599,0,0,452,1704,1471016,0,-205443,-11400,268185,0,0,47443,35588,244929,60595,371138,431733,234,708983,88608,17660,815250,488573,0,448313,4847,27560,969294,-154043,1057975,170549,0,0,12124,0,-8391,1232256,1477281,138583,0,432,5362,13213,1634870,0,-402614,0,46931,0,0,9931,569894,606894,50237,320901,371138,3168,963166,79566,12886,1055618,515469,0,490277,4005,25916,1035667,19951,935270,137760,0,1274,6116,2,2244,1082666,1108871,166393,0,4268,11818,1705,1293055,0,-210389,0,46709,0,0,10203,166913,203419,12981,307920,320901
000166,00000,Andover Companies Pool (G),0,503879,58884,690,563453,301672,0,250021,0,17244,568937,-5484,68130,10447,0,0,0,0,19670,98247,64359,26925,0,7360,0,19670,118314,0,-20067,0,0,0,0,0,842,842,-24709,329723,305014,0,511146,53146,-280,564012,207892,0,213953,0,22965,444809,119203,34309,39506,0,0,0,0,33,73848,44279,166173,0,1404,0,33,211888,0,-138040,0,0,0,0,0,-28276,-28276,-47113,376836,329723,-308,479745,47719,2784,530248,216341,0,214332,0,310,430983,99265,18545,84297,0,0,0,0,50,102892,35115,111336,0,285,0,50,146786,0,-43894,0,0,0,0,0,-29422,-29422,25950,350886,376836,0,462389,42552,1372,506313,269740,0,195559,0,9800,475099,31215,3402,37607,0,212,0,0,1566,42786,3017,36399,0,331,0,1566,41312,0,1474,0,0,0,0,0,-6839,-6839,25849,325036,350886
018220,00000,Arbella Insurance Group (G),64,784046,32815,9874,826735,479115,0,312020,127,-9335,781928,44807,170682,0,0,0,0,0,0,170682,177239,3314,0,0,0,0,180552,0,-9870,-1064,0,0,0,0,-33922,-34986,-49,45650,45601,630,743672,29679,8785,782137,368351,0,299635,203,23756,691945,90191,129985,6972,0,0,4390,0,0,141347,181396,2021,0,0,0,0,183417,0,-42070,-15994,0,0,0,0,289,-15705,32417,13233,45650,0,737372,28627,10142,776141,398170,0,304491,97,-7406,695351,80790,158775,1786,0,0,2396,0,0,162957,241286,1745,0,0,0,0,243031,0,-80074,-929,0,0,0,0,-11130,-12059,-11343,27221,15878,-84,660112,30326,8553,698991,357956,0,292372,115,-1805,648637,50353,166081,0,0,0,7486,0,0,173567,211358,367,0,0,0,0,211725,0,-38159,-869,2400,0,0,6299,-779,-5546,6649,20572,27221
018484,00000,Arch Insurance Group (G),1900,1030577,96082,-4512,1122147,403131,0,433823,531,52522,890006,232141,5041247,691324,0,0,5393,291,281,5738536,5370918,645401,0,0,10819,242083,6269220,0,-530685,39500,-38415,0,-545,25000,330344,305884,7340,247089,254429,4205,1096798,86789,12635,1196222,322737,0,432338,513,61832,817420,378802,4808725,1383,0,0,4420,0,68224,4882753,5471788,49315,0,0,1630,277,5523010,0,-640257,-2500,94515,0,-2835,19233,68676,138623,-122833,369922,247089,2188,867203,83652,-9502,941353,407821,0,390094,423,5974,804312,137040,2297325,0,0,0,10050,0,17402,2324778,2374438,133984,0,0,14276,53386,2576084,0,-251306,-5000,116755,0,-3211,0,30845,139390,25124,344799,369922,5854,1043998,95452,-11313,1128137,353791,0,403053,358,-8638,748564,379573,1757010,45000,0,0,156,-1,28162,1830327,2053040,51279,0,0,12500,12081,2128899,0,-298572,0,27817,0,-1733,0,10107,36191,117192,227607,344799
004019,00000,Argo Group (G),843,522361,71420,-12866,580914,223394,0,260033,555,29789,513772,67142,824173,128186,0,0,37569,0,3903,993831,954031,124408,0,79,44936,8102,1131556,0,-137726,0,15035,0,0,0,58048,73083,2500,146010,148510,583,476247,82488,-12634,546101,246487,0,241232,-716,28421,515424,30678,871127,82190,0,0,32677,32,4242,990268,869042,70314,0,0,93732,10100,1043188,0,-52920,0,0,0,0,129750,18881,-110869,-133111,279121,146010,2894,442017,95282,-8823,528477,224483,0,252278,727,25299,502787,25690,1081018,162316,0,0,7539,2,10089,1260965,896507,82086,0,-47,57886,2568,1039000,0,221964,0,0,0,0,114500,38632,-75868,171786,107335,279121,1120,449738,109753,-6460,553030,273338,0,268855,-50,36905,579049,-26019,919082,22726,0,0,2510,3,71,944392,806471,107273,0,1034,16626,0,931404,0,12987,0,0,0,0,70000,29420,-40580,-53611,160946,107335
